Date,AAPL,GOOGL,FB,MSFT,AMZN
2015-01-15,106.82,504.01000999999997,74.050003,45.48,286.950012
2015-01-16,105.989998,510.459991,75.18,46.240002000000004,290.73999
2015-01-20,108.720001,509.94000199999994,76.239998,46.389998999999996,289.440002
2015-01-21,109.550003,520.3900150000001,76.739998,45.919998,297.25
2015-01-22,112.400002,537.299988,77.650002,47.130001,310.320007
2015-01-23,112.980003,541.950012,77.83000200000001,47.18,312.390015
2015-01-26,113.099998,536.719971,77.5,47.009997999999996,309.660004
2015-01-27,109.139999,521.1900019999999,75.779999,42.66,306.75
2015-01-28,115.309998,512.429993,76.239998,41.189999,303.910004
2015-01-29,118.900002,513.22998,78.0,42.009997999999996,311.77999900000003
2015-01-30,117.160004,537.549988,75.910004,40.400002,354.52999900000003
2015-02-02,118.629997,532.200012,74.989998,41.279999,364.47000099999997
2015-02-03,118.650002,533.299988,75.400002,41.599998,363.549988
2015-02-04,119.559998,526.099976,75.629997,41.84,364.75
2015-02-05,119.940002,529.830017,75.610001,42.450001,373.890015
2015-02-06,118.93,533.880005,74.470001,42.41,374.27999900000003
2015-02-09,119.720001,529.280029,74.440002,42.360001000000004,370.559998
2015-02-10,122.019997,540.159973,75.190002,42.599998,373.0
2015-02-11,124.879997,538.0,76.510002,42.380001,375.140015
2015-02-12,126.459999,546.01001,76.230003,43.09,377.170013
2015-02-13,127.08000200000001,551.159973,75.739998,43.869999,381.829987
2015-02-17,127.83000200000001,545.01001,75.599998,43.580002,375.429993
2015-02-18,128.720001,542.650024,76.709999,43.529999,373.369995
2015-02-19,128.449997,546.450012,79.41999799999999,43.5,379.0
2015-02-20,129.5,541.799988,79.900002,43.860001000000004,383.660004
2015-02-23,133.0,535.0,78.839996,44.150002,380.140015
2015-02-24,132.169998,538.650024,78.449997,44.09,378.589996
2015-02-25,128.78999299999998,547.330017,79.559998,43.990002000000004,385.369995
2015-02-26,130.419998,559.289978,80.410004,44.060001,384.799988
2015-02-27,128.46000700000002,562.630005,78.970001,43.849998,380.160004
2015-03-02,129.08999599999999,575.02002,79.75,43.880001,385.660004
2015-03-03,129.360001,578.789978,79.599998,43.279999,384.609985
2015-03-04,128.53999299999998,578.330017,80.900002,43.060001,382.72000099999997
2015-03-05,126.410004,581.429993,81.209999,43.110001000000004,387.829987
2015-03-06,126.599998,572.900024,80.010002,42.360001000000004,380.089996
2015-03-09,127.139999,574.099976,79.440002,42.849998,378.559998
2015-03-10,124.510002,559.849976,77.550003,42.029999,369.51001
2015-03-11,122.239998,555.6900019999999,77.57,41.98,366.369995
2015-03-12,124.449997,561.169983,78.93,41.02,374.23999
2015-03-13,123.589996,553.0,78.050003,41.380001,370.579987
2015-03-16,124.949997,561.6400150000001,78.07,41.560001,373.350006
2015-03-17,127.040001,557.6099849999999,79.360001,41.700001,371.920013
2015-03-18,128.470001,566.159973,80.910004,42.5,375.140015
2015-03-19,127.5,563.669983,82.75,42.290001000000004,373.23999
2015-03-20,125.900002,564.950012,83.800003,42.880001,378.48999
2015-03-23,127.209999,565.369995,84.43,42.860001000000004,375.109985
2015-03-24,126.690002,577.539978,85.309998,42.900002,374.089996
2015-03-25,123.379997,567.0,82.91999799999999,41.459998999999996,370.959991
2015-03-26,124.239998,563.6400150000001,83.010002,41.209998999999996,367.350006
2015-03-27,123.25,557.549988,83.300003,40.970001,370.559998
2015-03-30,126.370003,561.1400150000001,83.199997,40.959998999999996,374.589996
2015-03-31,124.43,554.700012,82.220001,40.66,372.100006
2015-04-01,124.25,549.48999,81.66999799999999,40.720001,370.26001
2015-04-02,125.32,541.3099980000001,81.559998,40.290001000000004,372.25
2015-04-06,127.349998,543.950012,82.440002,41.549999,377.040009
2015-04-07,126.010002,544.8599849999999,82.32,41.529999,374.410004
2015-04-08,125.599998,548.840027,82.279999,41.419998,381.200012
2015-04-09,126.559998,548.02002,82.16999799999999,41.48,383.540009
2015-04-10,127.099998,548.539978,82.040001,41.720001,382.649994
2015-04-13,126.849998,548.6400150000001,83.010002,41.759997999999996,382.359985
2015-04-14,126.300003,539.780029,83.519997,41.650002,385.109985
2015-04-15,126.779999,541.039978,82.709999,42.259997999999996,383.450012
2015-04-16,126.16999799999999,543.52002,82.309998,42.16,386.040009
2015-04-17,124.75,532.73999,80.779999,41.619999,375.559998
2015-04-20,127.599998,544.530029,83.089996,42.91,389.51001
2015-04-21,126.910004,542.919983,83.620003,42.639998999999996,391.179993
2015-04-22,128.619995,549.179993,84.629997,42.990002000000004,389.799988
2015-04-23,129.669998,557.460022,82.410004,43.34,389.98999
2015-04-24,130.279999,573.659973,81.529999,47.869999,445.10000599999995
2015-04-27,132.649994,566.119995,81.910004,48.029999,438.55999800000006
2015-04-28,130.559998,564.369995,80.68,49.16,429.30999800000006
2015-04-29,128.639999,561.3900150000001,80.470001,49.060001,429.369995
2015-04-30,125.150002,548.77002,78.769997,48.639998999999996,421.77999900000003
2015-05-01,128.949997,551.159973,78.989998,48.66,422.869995
2015-05-04,128.699997,552.840027,78.809998,48.240002000000004,423.040009
2015-05-05,125.800003,543.039978,77.559998,47.599998,421.19000199999994
2015-05-06,125.010002,535.080017,78.099998,46.279999,419.100006
2015-05-07,125.260002,542.039978,78.43,46.700001,426.880005
2015-05-08,127.620003,548.950012,78.510002,47.75,433.69000199999994
2015-05-11,126.32,545.780029,78.010002,47.369999,432.85000599999995
2015-05-12,125.870003,538.72998,77.459999,47.349998,431.01998899999995
2015-05-13,126.010002,539.48999,78.440002,47.630001,426.869995
2015-05-14,128.949997,549.200012,81.370003,48.720001,432.27999900000003
2015-05-15,128.770004,546.48999,80.41999799999999,48.299999,426.0
2015-05-18,130.190002,546.669983,80.879997,48.009997999999996,425.23999000000003
2015-05-19,130.070007,549.280029,80.629997,47.580002,421.709991
2015-05-20,130.059998,552.51001,80.550003,47.580002,423.85998499999994
2015-05-21,131.389999,556.8099980000001,80.480003,47.419998,431.630005
2015-05-22,132.53999299999998,554.52002,80.540001,46.900002,427.630005
2015-05-26,129.619995,547.1900019999999,79.33000200000001,46.59,425.47000099999997
2015-05-27,132.03999299999998,554.25,80.550003,47.610001000000004,431.420013
2015-05-28,131.779999,554.179993,80.150002,47.450001,426.57000700000003
2015-05-29,130.279999,545.320007,79.190002,46.860001000000004,429.23001100000005
2015-06-01,130.53999299999998,549.210022,80.290001,47.23,430.920013
2015-06-02,129.96000700000002,553.950012,80.440002,46.919998,430.98999000000003
2015-06-03,130.119995,555.289978,82.440002,46.849998,436.589996
2015-06-04,129.360001,551.6900019999999,82.050003,46.360001000000004,430.77999900000003
2015-06-05,128.649994,549.530029,82.139999,46.139998999999996,426.950012
2015-06-08,127.800003,543.47998,80.66999799999999,45.73,423.5
2015-06-09,127.41999799999999,542.159973,80.66999799999999,45.650002,425.48001100000005
2015-06-10,128.880005,552.599976,82.160004,46.610001000000004,430.76998899999995
2015-06-11,128.58999599999999,550.039978,81.83000200000001,46.439999,432.97000099999997
2015-06-12,127.16999799999999,547.469971,81.529999,45.970001,429.920013
2015-06-15,126.91999799999999,543.0,80.709999,45.48,423.670013
2015-06-16,127.599998,544.869995,81.059998,45.830002,427.26000999999997
2015-06-17,127.300003,546.599976,81.790001,45.970001,427.80999800000006
2015-06-18,127.879997,556.179993,82.910004,46.720001,439.39001500000006
2015-06-19,126.599998,557.52002,82.510002,46.099998,434.920013
2015-06-22,127.610001,559.679993,84.739998,46.23,436.290009
2015-06-23,127.029999,563.3900150000001,87.879997,45.91,445.98999000000003
2015-06-24,128.110001,558.570007,88.860001,45.639998999999996,440.839996
2015-06-25,127.5,557.950012,87.980003,45.650002,440.10000599999995
2015-06-26,126.75,553.0599980000001,88.010002,45.259997999999996,438.10000599999995
2015-06-29,124.529999,541.25,85.800003,44.369999,429.85998499999994
2015-06-30,125.43,540.039978,85.769997,44.150002,434.089996
2015-07-01,126.599998,543.299988,86.910004,44.450001,437.39001500000006
2015-07-02,126.440002,547.340027,87.290001,44.400002,437.709991
2015-07-06,126.0,545.619995,87.550003,44.389998999999996,436.040009
2015-07-07,125.690002,550.030029,87.220001,44.299999,436.72000099999997
2015-07-08,122.57,541.700012,85.650002,44.240002000000004,429.700012
2015-07-09,120.07,544.650024,85.879997,44.52,434.39001500000006
2015-07-10,123.279999,556.1099849999999,87.949997,44.610001000000004,443.51000999999997
2015-07-13,125.660004,571.72998,90.099998,45.540001000000004,455.57000700000003
2015-07-14,125.610001,584.179993,89.68,45.619999,465.57000700000003
2015-07-15,126.82,583.960022,89.760002,45.759997999999996,461.19000199999994
2015-07-16,128.509995,601.780029,90.849998,46.66,475.48001100000005
2015-07-17,129.619995,699.619995,94.970001,46.619999,483.01000999999997
2015-07-20,132.070007,692.840027,97.910004,46.919998,488.10000599999995
2015-07-21,130.75,695.349976,98.389999,47.279999,488.0
2015-07-22,125.220001,695.099976,97.040001,45.540001000000004,488.26998899999995
2015-07-23,125.160004,674.72998,95.440002,46.110001000000004,482.17999299999997
2015-07-24,124.5,654.77002,96.949997,45.939999,529.419983
2015-07-27,122.769997,658.27002,94.16999799999999,45.349998,531.409973
2015-07-28,123.379997,659.659973,95.290001,45.34,526.030029
2015-07-29,122.989998,661.429993,96.989998,46.290001000000004,529.0
2015-07-30,122.370003,664.5599980000001,95.209999,46.880001,536.76001
2015-07-31,121.300003,657.5,94.010002,46.700001,536.150024
2015-08-03,118.440002,664.719971,94.139999,46.810001,535.030029
2015-08-04,114.639999,661.280029,94.059998,47.540001000000004,531.900024
2015-08-05,115.400002,673.289978,96.440002,47.580002,537.01001
2015-08-06,115.129997,670.150024,95.120003,46.619999,529.460022
2015-08-07,115.519997,664.3900150000001,94.300003,46.740002000000004,522.619995
2015-08-10,119.720001,663.1400150000001,94.150002,47.330002,524.0
2015-08-11,113.489998,690.299988,93.620003,46.41,527.460022
2015-08-12,115.239998,691.469971,94.190002,46.740002000000004,525.909973
2015-08-13,115.150002,686.51001,93.43,46.73,529.659973
2015-08-14,115.959999,689.369995,94.41999799999999,47.0,531.52002
2015-08-17,117.160004,694.1099849999999,93.93,47.32,535.219971
2015-08-18,116.5,688.72998,95.16999799999999,47.27,535.02002
2015-08-19,115.010002,694.039978,95.309998,46.610001000000004,532.919983
2015-08-20,112.650002,679.47998,90.559998,45.66,515.780029
2015-08-21,105.760002,644.030029,86.059998,43.07,494.47000099999997
2015-08-24,103.120003,618.1099849999999,82.089996,41.68,463.369995
2015-08-25,103.739998,612.469971,83.0,40.470001,466.369995
2015-08-26,109.690002,659.73999,87.190002,42.709998999999996,500.76998899999995
2015-08-27,112.91999799999999,667.960022,89.730003,43.900002,518.369995
2015-08-28,113.290001,659.6900019999999,91.010002,43.93,518.01001
2015-08-31,112.760002,647.820007,89.43,43.52,512.8900150000001
2015-09-01,107.720001,629.5599980000001,87.230003,41.82,496.540009
2015-09-02,112.339996,644.909973,89.889999,43.360001000000004,510.549988
2015-09-03,110.370003,637.049988,88.150002,43.5,504.72000099999997
2015-09-04,109.269997,628.960022,88.260002,42.610001000000004,499.0
2015-09-08,112.309998,643.880005,89.529999,43.889998999999996,517.539978
2015-09-09,110.150002,643.409973,90.440002,43.07,516.8900150000001
2015-09-10,112.57,651.080017,91.980003,43.290001000000004,522.23999
2015-09-11,114.209999,655.299988,92.050003,43.48,529.4400019999999
2015-09-14,115.309998,652.469971,92.309998,43.040001000000004,521.380005
2015-09-15,116.279999,665.070007,92.900002,43.98,522.369995
2015-09-16,116.410004,665.52002,93.449997,44.299999,527.3900150000001
2015-09-17,113.91999799999999,671.669983,94.339996,44.25,538.869995
2015-09-18,113.449997,660.919983,94.400002,43.48,540.26001
2015-09-21,115.209999,666.97998,95.550003,44.110001000000004,548.3900150000001
2015-09-22,113.400002,653.200012,92.959999,43.900002,538.400024
2015-09-23,114.32,653.289978,93.970001,43.869999,536.070007
2015-09-24,115.0,654.909973,94.410004,43.91,533.75
2015-09-25,114.709999,640.150024,92.769997,43.939999,524.25
2015-09-28,112.440002,624.25,89.209999,43.290001000000004,504.05999800000006
2015-09-29,109.059998,622.6099849999999,86.66999799999999,43.439999,496.07000700000003
2015-09-30,110.300003,638.369995,89.900002,44.259997999999996,511.89001500000006
2015-10-01,109.58000200000001,642.0,90.949997,44.610001000000004,520.719971
2015-10-02,110.379997,656.98999,92.07,45.57,532.539978
2015-10-05,110.779999,671.679993,94.010002,46.630001,543.679993
2015-10-06,111.309998,671.6400150000001,92.800003,46.75,537.47998
2015-10-07,110.779999,670.0,92.400002,46.799999,541.9400019999999
2015-10-08,109.5,667.0,92.470001,47.450001,533.159973
2015-10-09,112.120003,671.23999,93.239998,47.110001000000004,539.799988
2015-10-12,111.599998,676.429993,94.260002,47.0,550.1900019999999
2015-10-13,111.790001,683.169983,94.120003,46.889998999999996,548.900024
2015-10-14,110.209999,680.409973,94.07,46.68,544.830017
2015-10-15,111.860001,693.02002,95.959999,47.009997999999996,562.4400019999999
2015-10-16,111.040001,695.320007,97.540001,47.509997999999996,570.76001
2015-10-19,111.730003,699.950012,98.470001,47.619999,573.150024
2015-10-20,113.769997,680.0,97.0,47.77,560.880005
2015-10-21,113.760002,671.799988,97.110001,47.200001,555.77002
2015-10-22,115.5,681.1400150000001,99.66999799999999,48.029999,563.909973
2015-10-23,119.08000200000001,719.330017,102.190002,52.869999,599.030029
2015-10-26,115.279999,731.119995,103.769997,54.25,608.6099849999999
2015-10-27,114.550003,732.820007,103.699997,53.689999,611.01001
2015-10-28,119.269997,736.919983,104.199997,53.98,617.099976
2015-10-29,120.529999,744.849976,104.879997,53.360001000000004,626.549988
2015-10-30,119.5,737.3900150000001,101.970001,52.639998999999996,625.900024
2015-11-02,121.18,747.73999,103.309998,53.240002000000004,628.349976
2015-11-03,122.57,748.820007,102.58000200000001,54.150002,625.3099980000001
2015-11-04,122.0,755.3099980000001,103.940002,54.400002,640.950012
2015-11-05,120.91999799999999,760.669983,108.760002,54.380001,655.650024
2015-11-06,121.059998,761.599976,107.099998,54.919998,659.369995
2015-11-09,120.57,754.77002,106.489998,54.16,655.48999
2015-11-10,116.769997,758.26001,107.910004,53.509997999999996,659.679993
2015-11-11,116.110001,765.25,109.010002,53.650002,673.25
2015-11-12,115.720001,756.530029,108.019997,53.32,665.599976
2015-11-13,112.339996,740.070007,103.949997,52.84,642.349976
2015-11-16,114.18,750.419983,104.040001,53.77,647.8099980000001
2015-11-17,113.690002,745.97998,105.129997,52.970001,643.299988
2015-11-18,117.290001,760.01001,107.769997,53.849998,663.539978
2015-11-19,118.779999,759.9400019999999,106.260002,53.939999,661.27002
2015-11-20,119.300003,777.0,107.32,54.189999,668.450012
2015-11-23,117.75,776.700012,106.949997,54.189999,678.98999
2015-11-24,118.879997,769.630005,105.739998,54.25,671.150024
2015-11-25,118.029999,769.26001,105.410004,53.689999,675.340027
2015-11-27,117.809998,771.969971,105.449997,53.93,673.26001
2015-11-30,118.300003,762.849976,104.239998,54.349998,664.799988
2015-12-01,117.339996,783.789978,107.120003,55.220001,679.0599980000001
2015-12-02,116.279999,777.849976,106.07,55.209998999999996,676.01001
2015-12-03,115.199997,768.200012,104.379997,54.200001,666.25
2015-12-04,119.029999,779.210022,106.18,55.91,672.6400150000001
2015-12-07,118.279999,772.98999,105.610001,55.810001,669.830017
2015-12-08,118.230003,775.1400150000001,106.489998,55.790001000000004,677.330017
2015-12-09,115.620003,762.549988,104.599998,54.98,664.789978
2015-12-10,116.16999799999999,760.039978,105.41999799999999,55.27,662.320007
2015-12-11,113.18,750.419983,102.120003,54.060001,640.150024
2015-12-14,112.480003,762.539978,104.660004,55.139998999999996,657.909973
2015-12-15,110.489998,760.090027,104.550003,55.200001,658.6400150000001
2015-12-16,111.339996,776.590027,106.790001,56.130001,675.77002
2015-12-17,108.980003,769.830017,106.220001,55.700001,670.650024
2015-12-18,106.029999,756.849976,104.040001,54.130001,664.1400150000001
2015-12-21,107.33000200000001,760.799988,104.769997,54.830002,664.51001
2015-12-22,107.230003,767.130005,105.510002,55.349998,663.150024
2015-12-23,108.610001,768.51001,104.629997,55.82,663.700012
2015-12-24,108.029999,765.840027,105.019997,55.669998,662.789978
2015-12-28,106.82,782.23999,105.93,55.950001,675.200012
2015-12-29,108.739998,793.960022,107.260002,56.549999,693.969971
2015-12-30,107.32,790.299988,106.220001,56.310001,689.070007
2015-12-31,105.260002,778.01001,104.660004,55.48,675.8900150000001
2016-01-04,105.349998,759.4400019999999,102.220001,54.799999,636.98999
2016-01-05,102.709999,761.530029,102.730003,55.049999,633.789978
2016-01-06,100.699997,759.330017,102.970001,54.049999,632.650024
2016-01-07,96.449997,741.0,97.91999799999999,52.169998,607.9400019999999
2016-01-08,96.959999,730.909973,97.33000200000001,52.330002,607.049988
2016-01-11,98.529999,733.070007,97.510002,52.299999,617.73999
2016-01-12,99.959999,745.340027,99.370003,52.779999,617.8900150000001
2016-01-13,97.389999,719.570007,95.440002,51.639998999999996,581.8099980000001
2016-01-14,99.519997,731.3900150000001,98.370003,53.110001000000004,593.0
2016-01-15,97.129997,710.48999,94.970001,50.990002000000004,570.179993
2016-01-19,96.660004,719.080017,95.260002,50.560001,574.47998
2016-01-20,96.790001,718.5599980000001,94.349998,50.790001000000004,571.77002
2016-01-21,96.300003,726.669983,94.160004,50.48,575.02002
2016-01-22,101.41999799999999,745.460022,97.940002,52.290001000000004,596.380005
2016-01-25,99.440002,733.619995,97.010002,51.790001000000004,596.530029
2016-01-26,99.989998,733.789978,97.339996,52.169998,601.25
2016-01-27,93.41999799999999,717.580017,94.449997,51.220001,583.349976
2016-01-28,94.089996,748.299988,109.110001,52.060001,635.349976
2016-01-29,97.339996,761.349976,112.209999,55.09,587.0
2016-02-01,96.43,770.77002,115.089996,54.709998999999996,574.8099980000001
2016-02-02,94.480003,780.909973,114.610001,53.0,552.099976
2016-02-03,96.349998,749.380005,112.690002,52.16,531.070007
2016-02-04,96.599998,730.030029,110.489998,52.0,536.26001
2016-02-05,94.019997,703.76001,104.07,50.16,502.130005
2016-02-08,95.010002,704.159973,99.75,49.41,488.10000599999995
2016-02-09,94.989998,701.02002,99.540001,49.279999,482.07000700000003
2016-02-10,94.269997,706.849976,101.0,49.709998999999996,490.48001100000005
2016-02-11,93.699997,706.3599849999999,101.910004,49.689999,503.82000700000003
2016-02-12,93.989998,706.8900150000001,102.010002,50.5,507.079987
2016-02-16,96.639999,717.6400150000001,101.610001,51.09,521.099976
2016-02-17,98.120003,731.969971,105.199997,52.419998,534.099976
2016-02-18,96.260002,717.51001,103.470001,52.189999,525.0
2016-02-19,96.040001,722.1099849999999,104.57,51.82,534.900024
2016-02-22,96.879997,729.049988,107.160004,52.650002,559.5
2016-02-23,94.690002,717.289978,105.459999,51.18,552.9400019999999
2016-02-24,96.099998,720.900024,106.879997,51.360001000000004,554.039978
2016-02-25,96.760002,729.119995,108.07,52.099998,555.150024
2016-02-26,96.910004,724.8599849999999,107.91999799999999,51.299999,555.22998
2016-02-29,96.690002,717.219971,106.91999799999999,50.880001,552.52002
2016-03-01,100.529999,742.169983,109.82,52.580002,579.039978
2016-03-02,100.75,739.47998,109.949997,52.950001,580.210022
2016-03-03,101.5,731.590027,109.58000200000001,52.349998,577.48999
2016-03-04,103.010002,730.219971,108.389999,52.029999,575.1400150000001
2016-03-07,101.870003,712.799988,105.730003,51.029999,562.799988
2016-03-08,101.029999,713.530029,105.93,51.650002,560.26001
2016-03-09,101.120003,725.409973,107.510002,52.84,559.469971
2016-03-10,101.16999799999999,732.169983,107.32,52.049999,558.929993
2016-03-11,102.260002,744.869995,109.410004,53.07,569.6099849999999
2016-03-14,102.519997,750.23999,109.889999,53.169998,573.369995
2016-03-15,104.58000200000001,750.570007,110.66999799999999,53.59,577.02002
2016-03-16,105.970001,757.3599849999999,112.18,54.349998,574.27002
2016-03-17,105.800003,758.47998,111.019997,54.66,559.4400019999999
2016-03-18,105.91999799999999,755.409973,111.449997,53.490002000000004,552.080017
2016-03-21,105.910004,762.159973,111.849998,53.860001000000004,553.97998
2016-03-22,106.720001,760.049988,112.25,54.07,560.47998
2016-03-23,106.129997,757.5599980000001,112.540001,53.970001,569.630005
2016-03-24,105.66999799999999,754.840027,113.050003,54.209998999999996,582.950012
2016-03-28,105.190002,753.280029,113.690002,53.540001000000004,579.869995
2016-03-29,107.68,765.8900150000001,116.139999,54.709998999999996,593.8599849999999
2016-03-30,109.559998,768.340027,114.699997,55.049999,598.6900019999999
2016-03-31,108.989998,762.900024,114.099998,55.23,593.6400150000001
2016-04-01,109.989998,769.669983,116.059998,55.57,598.5
2016-04-04,111.120003,765.119995,112.550003,55.43,593.1900019999999
2016-04-05,109.809998,758.570007,112.220001,54.560001,586.1400150000001
2016-04-06,110.959999,768.070007,113.709999,55.119999,602.080017
2016-04-07,108.540001,760.119995,113.639999,54.459998999999996,591.429993
2016-04-08,108.660004,759.469971,110.629997,54.419998,594.599976
2016-04-11,109.019997,757.539978,108.989998,54.310001,595.929993
2016-04-12,110.440002,764.320007,110.610001,54.650002,603.169983
2016-04-13,112.040001,771.909973,110.510002,55.349998,614.820007
2016-04-14,112.099998,775.3900150000001,110.839996,55.360001000000004,620.75
2016-04-15,109.849998,780.0,109.639999,55.650002,625.8900150000001
2016-04-18,107.480003,787.679993,110.449997,56.459998999999996,635.349976
2016-04-19,106.910004,776.25,112.290001,56.389998999999996,627.900024
2016-04-20,107.129997,774.919983,112.41999799999999,55.59,632.98999
2016-04-21,105.970001,780.0,113.440002,55.779999,631.0
2016-04-22,105.68,737.77002,110.559998,51.779999,620.5
2016-04-25,105.08000200000001,742.210022,110.099998,52.110001000000004,626.200012
2016-04-26,104.349998,725.369995,108.760002,51.439999,616.880005
2016-04-27,97.82,721.460022,108.889999,50.939999,606.570007
2016-04-28,94.83000200000001,705.0599980000001,116.730003,49.900002,602.0
2016-04-29,93.739998,707.880005,117.58000200000001,49.869999,659.590027
2016-05-02,93.639999,714.409973,118.57,50.610001000000004,683.849976
2016-05-03,95.18,708.4400019999999,117.43,49.779999,671.320007
2016-05-04,94.190002,711.369995,118.059998,49.869999,670.900024
2016-05-05,93.239998,714.710022,117.809998,49.939999,659.090027
2016-05-06,92.720001,725.179993,119.489998,50.389998999999996,673.950012
2016-05-09,92.790001,729.130005,119.239998,50.07,679.75
2016-05-10,93.41999799999999,739.380005,120.5,51.02,703.070007
2016-05-11,92.510002,730.549988,119.519997,51.049999,713.22998
2016-05-12,90.339996,728.070007,120.279999,51.509997999999996,717.929993
2016-05-13,90.519997,724.830017,119.809998,51.080002,709.919983
2016-05-16,93.879997,730.299988,118.66999799999999,51.830002,710.659973
2016-05-17,93.489998,720.1900019999999,117.349998,50.509997999999996,695.27002
2016-05-18,94.559998,721.780029,117.650002,50.810001,697.450012
2016-05-19,94.199997,715.3099980000001,116.809998,50.32,698.52002
2016-05-20,95.220001,721.710022,117.349998,50.619999,702.799988
2016-05-23,96.43,717.25,115.970001,50.029999,696.75
2016-05-24,97.900002,733.030029,117.699997,51.59,704.200012
2016-05-25,99.620003,738.099976,117.889999,52.119999,708.349976
2016-05-26,100.410004,736.929993,119.470001,51.889998999999996,714.909973
2016-05-27,100.349998,747.599976,119.379997,52.32,712.23999
2016-05-31,99.860001,748.849976,118.809998,53.0,722.789978
2016-06-01,98.459999,748.460022,118.779999,52.849998,719.4400019999999
2016-06-02,97.720001,744.27002,118.93,52.48,728.23999
2016-06-03,97.91999799999999,735.8599849999999,118.470001,51.790001000000004,725.539978
2016-06-06,98.629997,730.0599980000001,118.790001,52.130001,726.72998
2016-06-07,99.029999,731.090027,117.760002,52.099998,723.73999
2016-06-08,98.940002,742.929993,118.389999,52.040001000000004,726.6400150000001
2016-06-09,99.650002,742.52002,118.559998,51.619999,727.650024
2016-06-10,98.83000200000001,733.1900019999999,116.620003,51.48,717.909973
2016-06-13,97.339996,731.880005,113.949997,50.139998999999996,715.23999
2016-06-14,97.459999,733.25,114.940002,49.830002,719.299988
2016-06-15,97.139999,732.1900019999999,114.599998,49.689999,714.26001
2016-06-16,97.550003,724.25,114.389999,50.389998999999996,717.51001
2016-06-17,95.33000200000001,704.25,113.019997,50.130001,706.3900150000001
2016-06-20,95.099998,706.130005,113.370003,50.07,714.01001
2016-06-21,95.910004,708.880005,114.379997,51.189999,715.820007
2016-06-22,95.550003,710.469971,113.910004,50.990002000000004,710.599976
2016-06-23,96.099998,714.869995,115.08000200000001,51.91,722.080017
2016-06-24,93.400002,685.200012,112.08000200000001,49.830002,698.960022
2016-06-27,92.040001,681.1400150000001,108.970001,48.43,691.3599849999999
